Material,SMILES,Type,PL
test193,CC(C)(C)c1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c(c(-c3ccc(-c4ccccc4)cc3)c1-c1ccc3c(c1)C(C)(C)c1ccccc1-3)N=S=N2,,
test194,Cc1c(-c2ccc(-c3ccccc3)cc2)c2c(c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c1C(C)(C)C)N=S=N2,,
test195,CC1(C)c2ccccc2-c2ccc(-c3ccc4cc5cc(-c6ccc7sc8ccccc8c7c6)ccc5cc4c3)cc21,,
test196,CC(C)(C)c1c2c(c(-c3ccc4oc5ccccc5c4c3)c3nsnc13)N=S=N2,,
test197,c1ccc(N(c2ccccc2)c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test198,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4cc5cc(-c6ccc7oc8ccccc8c7c6)ccc5cc4c3)cc2)cc1,,
test199,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)B3c5cc(-c6cccc7ccccc67)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test200,c1ccc2c(-c3c4ccccc4c(-c4ccc5oc6ccccc6c5c4)c4ccccc34)cccc2c1,,
test201,CC(C)(C)c1c2c(c(-c3ccc4sc5ccccc5c4c3)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c1-c1ccc3c(c1)C(C)(C)c1ccccc1-3)N=S=N2,,
test202,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test203,Cc1c2c(c(C)c3nsnc13)N=S=N2,,
test204,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test205,c1ccc(-c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test206,c1ccc(N2c3ccc(-c4ccc5oc6ccccc6c5c4)cc3B3c4cc(-c5ccc6sc7ccccc7c6c5)ccc4N(c4ccccc4)c4cccc2c43)cc1,,
test207,CC(C)(C)c1c2ccccc2c(-c2cccc3ccccc23)c2ccccc12,,
test208,CC(C)(C)c1c2c(c(-c3ccc(-c4ccccc4)cc3)c(-c3ccc4oc5ccccc5c4c3)c1C(C)(C)C)N=S=N2,,
test209,CC(C)(C)c1ccc2ccc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc4ccc1c2c43,,
test210,c1ccc(-c2c3c(c(-c4ccc5oc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test211,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test212,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6ccccc56)cc2c43)cc1,,
test213,c1ccc(-c2ccc(-c3c4c(c(N(c5ccccc5)c5ccccc5)c5nsnc35)N=S=N4)cc2)cc1,,
test214,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test215,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test216,CC(C)(C)c1c2c(c(-c3ccccc3)c3nsnc13)N=S=N2,,
test217,c1ccc(-c2c3c(c(N(c4ccccc4)c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test218,CC1=C(c2ccc3sc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(C)n1[B-]2(F)F,,
test219,CC(C)(C)c1c(-c2ccccc2)c2c(c(-c3ccc4oc5ccccc5c4c3)c1-c1ccc3c(c1)C(C)(C)c1ccccc1-3)N=S=N2,,
test220,CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,,
test221,c1ccc(-c2ccc(-c3ccc(-c4cccc5ccccc45)c4nccnc34)cc2)cc1,,
test222,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4sc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test223,c1ccc(-c2c3c(c(-c4cccc5ccccc45)c4nsnc24)N=S=N3)cc1,,
test224,c1ccc(-c2ccc3cc4cc(-c5ccc6oc7ccccc7c6c5)ccc4cc3c2)cc1,,
test225,c1ccc(-c2ccc3cc4cc(-c5ccc6oc7ccccc7c6c5)ccc4cc3c2)cc1,,
test226,c1ccc(-c2ccc(-c3c4c(c(-c5ccc6sc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test227,Cc1ccc2c(c1)B1c3cc(-c4ccccc4)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test228,c1ccc(-c2c3c(c(-c4ccc5oc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test229,CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,,
test230,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)B3c5cc(-c6cccc7ccccc67)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test231,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test232,Cc1ccc2cc3cc(-c4ccccc4)ccc3cc2c1,,
test233,CC1=C(c2ccc3oc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,,
test234,Cc1c(C(C)(C)C)c2c(c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c1C(C)(C)C)N=S=N2,,
test235,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)B3c5cc(N(c6ccccc6)c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test236,c1ccc(-c2ccc(-c3ccc4cc5cc(-c6cccc7ccccc67)ccc5cc4c3)cc2)cc1,,
test237,Cc1ccc2ccc3c(-c4ccc5oc6ccccc6c5c4)ccc4ccc1c2c43,,
test238,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6oc7ccccc7c6c5)cc2c43)cc1,,
test239,c1ccc(-c2ccc(-c3c4ccccc4c(-c4ccc5sc6ccccc6c5c4)c4ccccc34)cc2)cc1,,
test240,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(N(c3ccccc3)c3ccccc3)c(C)n1[B-]2(F)F,,
test241,c1ccc(N(c2ccccc2)c2ccc(-c3c4c(c(-c5ccc6oc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test242,c1ccc(-c2ccc(-c3c4c(c(-c5ccc6sc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test243,c1ccc(N(c2ccccc2)c2c3c(c(N(c4ccccc4)c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test244,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test245,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(-c6ccc7oc8ccccc8c7c6)ccc6ccc3c4c65)cc2)cc1,,
test246,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,,
test247,CC(C)(C)c1c2c(c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c3nsnc13)N=S=N2,,
test248,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test249,Cc1c(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)c2c(c(-c3ccccc3)c1-c1ccc3sc4ccccc4c3c1)N=S=N2,,
test250,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccc7oc8ccccc8c7c6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test251,c1ccc(-c2ccc(-c3c4c(c(-c5ccccc5)c5nsnc35)N=S=N4)cc2)cc1,,
test252,CC1(C)c2ccccc2-c2ccc(-c3ccc4cc5cc(N(c6ccccc6)c6ccccc6)ccc5cc4c3)cc21,,
test253,c1ccc(N(c2ccccc2)c2ccc(-c3c4c(c(-c5ccc6oc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test254,CC1=C(c2cccc3ccccc23)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4sc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test255,c1ccc(-c2ccc(-c3ccc4sc5ccccc5c4c3)c3nccnc23)cc1,,
test256,CC1(C)c2ccccc2-c2ccc(-c3ccc4ccc5c(-c6cccc7ccccc67)ccc6ccc3c4c65)cc21,,
test257,Cc1c2c(c(-c3ccccc3)c3nsnc13)N=S=N2,,
test258,CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4sc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test259,CC(C)(C)c1ccc2ccc3c(-c4ccc5oc6ccccc6c5c4)ccc4ccc1c2c43,,
test260,c1ccc(-c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test261,Cc1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test262,c1ccc(-c2c3ccccc3c(-c3ccc4sc5ccccc5c4c3)c3ccccc23)cc1,,
test263,c1ccc(N(c2ccccc2)c2ccc3cc4cc(-c5ccc6sc7ccccc7c6c5)ccc4cc3c2)cc1,,
test264,Cc1ccc(-c2cccc3ccccc23)c2nccnc12,,
test265,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test266,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(N(c6ccccc6)c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test267,c1ccc(-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test268,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccc7sc8ccccc8c7c6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test269,Cc1cc2c3c(c1)N(c1ccccc1)c1ccccc1B3c1ccccc1N2c1ccccc1,,
test270,Cc1c2c(c(-c3cccc4ccccc34)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c1C(C)(C)C)N=S=N2,,
test271,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)c4nccnc34)cc2)cc1,,
test272,c1ccc(-c2ccc(-c3c4c(c(-c5ccc6oc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test273,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nccnc34)cc21,,
test274,CC(C)(C)c1c2ccccc2c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc12,,
test275,c1ccc(-c2c3c(c(-c4cccc5ccccc45)c4nsnc24)N=S=N3)cc1,,
test276,Cc1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,,
test277,c1ccc(-c2ccc(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cc2)cc1,,
test278,c1ccc(N(c2ccccc2)c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test279,CC1(C)c2ccccc2-c2ccc(-c3ccc4ccc5c(-c6ccc7oc8ccccc8c7c6)ccc6ccc3c4c65)cc21,,
test280,c1ccc(N(c2ccccc2)c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test281,c1ccc(-c2ccc3cc4cc(-c5ccc6sc7ccccc7c6c5)ccc4cc3c2)cc1,,
test282,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6ccccc56)cc2c43)cc1,,
test283,c1ccc(-c2ccc(-c3ccc4cc5cc(-c6cccc7ccccc67)ccc5cc4c3)cc2)cc1,,
test284,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)B3c5cc(N(c6ccccc6)c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test285,c1ccc(N(c2ccccc2)c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test286,CC(C)(C)c1c2c(c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(-c3cccc4ccccc34)c1-c1cccc3ccccc13)N=S=N2,,
test287,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(-c6ccc7sc8ccccc8c7c6)ccc6ccc3c4c65)cc2)cc1,,
test288,c1ccc(-c2ccc(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cc2)cc1,,
test289,c1ccc(-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test290,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test291,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,,
test292,CC(C)(C)c1ccc(-c2ccc3oc4ccccc4c3c2)c2nccnc12,,
test293,CC1=C(c2ccc(-c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(C)n1[B-]2(F)F,,
test294,c1ccc(N(c2ccccc2)c2ccc3ccc4c(-c5cccc6ccccc56)ccc5ccc2c3c54)cc1,,
test295,Cc1ccc(-c2ccc(-c3ccccc3)cc2)c2nccnc12,,
test296,CC1=C(c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4oc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test297,Cc1c(-c2ccccc2)c(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)c2c(c1N(c1ccccc1)c1ccccc1)N=S=N2,,
test298,Cc1c2c(c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc13)N=S=N2,,
test299,c1ccc2c(c1)oc1ccc(-c3ccc4cc5cc(-c6ccc7sc8ccccc8c7c6)ccc5cc4c3)cc12,,
test300,c1ccc(N(c2ccccc2)c2ccc3cc4cc(-c5ccc6sc7ccccc7c6c5)ccc4cc3c2)cc1,,
test301,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,,
test302,Cc1ccc2ccc3c(-c4ccc(-c5ccccc5)cc4)ccc4ccc1c2c43,,
test303,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test304,CC1=C(c2ccc(-c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,,
test305,c1ccc(-c2ccc(-c3ccc4c(c3)B3c5cc(N(c6ccccc6)c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test306,CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(N(c3ccccc3)c3ccccc3)c(C)n1[B-]2(F)F,,
test307,Cc1ccc2cc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3cc2c1,,
test308,c1ccc(-c2ccc(-c3cccc4ccccc34)c3nccnc23)cc1,,
test309,Cc1c(N(c2ccccc2)c2ccccc2)c(-c2cccc3ccccc23)c2c(c1C(C)(C)C)N=S=N2,,
test310,CC(C)(C)c1ccc(-c2ccc3sc4ccccc4c3c2)c2nccnc12,,
test311,CC1(C)c2ccccc2-c2ccc(-c3c(-c4ccc(-c5ccccc5)cc4)c4c(c(-c5cccc6ccccc56)c3N(c3ccccc3)c3ccccc3)N=S=N4)cc21,,
test312,CC1(C)c2ccccc2-c2ccc(-c3c4c(c(-c5ccc(-c6ccccc6)cc5)c(-c5ccc6oc7ccccc7c6c5)c3-c3ccc(-c5ccccc5)cc3)N=S=N4)cc21,,
test313,c1ccc(-c2ccc(-c3c4ccccc4c(-c4ccc5sc6ccccc6c5c4)c4ccccc34)cc2)cc1,,
test314,CC1(C)c2ccccc2-c2ccc(-c3ccc4cc5cc(-c6ccc(-c7ccccc7)cc6)ccc5cc4c3)cc21,,
test315,CC1(C)c2ccccc2-c2ccc(-c3ccc4ccc5c(-c6ccc(-c7ccccc7)cc6)ccc6ccc3c4c65)cc21,,
test316,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test317,c1ccc(-c2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc24)N=S=N3)cc1,,
test318,Cc1c2ccccc2c(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)c2ccccc12,,
test319,CC(C)(C)c1ccc2cc3cc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)ccc3cc2c1,,
test320,c1ccc(-c2c3c(c(-c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test321,Cc1c2c(c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c1C(C)(C)C)N=S=N2,,
test322,CC1(C)c2ccccc2-c2ccc(-c3c(-c4ccc5oc6ccccc6c5c4)c4c(c(N(c5ccccc5)c5ccccc5)c3-c3ccc5c(c3)C(C)(C)c3ccccc3-5)N=S=N4)cc21,,
test323,CC(C)(C)c1c2c(c(-c3ccccc3)c3nsnc13)N=S=N2,,
test324,CC(C)(C)c1ccc2cc3cc(-c4ccc5sc6ccccc6c5c4)ccc3cc2c1,,
test325,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(-c6cccc7ccccc67)ccc6ccc3c4c65)cc2)cc1,,
test326,CC(C)(C)c1cc2c3c(c1)N(c1ccccc1)c1ccccc1B3c1ccccc1N2c1ccccc1,,
test327,c1ccc(-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test328,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccc(-c7ccccc7)cc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test329,CC1=C(c2ccc3oc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(C)c(C)n1[B-]2(F)F,,
test330,CC1(C)c2ccccc2-c2ccc(-c3c4c(c(-c5ccc6oc7ccccc7c6c5)c5nsnc35)N=S=N4)cc21,,
test331,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test332,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test333,c1ccc(-c2ccc(-c3ccc4ccc5c(-c6cccc7ccccc67)ccc6ccc3c4c65)cc2)cc1,,
test334,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test335,Cc1ccc2cc3cc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)ccc3cc2c1,,
test336,c1ccc2c(-c3c4ccccc4c(-c4ccc5oc6ccccc6c5c4)c4ccccc34)cccc2c1,,
test337,CC1=C(c2ccc3sc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(C)n1[B-]2(F)F,,
test338,Cc1c2ccccc2c(-c2ccc3oc4ccccc4c3c2)c2ccccc12,,
test339,CC(C)(C)c1ccc(-c2cccc3ccccc23)c2nccnc12,,
test340,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4cc5cc(-c6ccc7sc8ccccc8c7c6)ccc5cc4c3)cc2)cc1,,
test341,c1ccc(-c2ccc(-c3c4c(c(-c5ccccc5)c5nsnc35)N=S=N4)cc2)cc1,,
test342,CC1(C)c2ccccc2-c2ccc(-c3ccc4ccc5c(-c6ccc7sc8ccccc8c7c6)ccc6ccc3c4c65)cc21,,
test343,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6oc7ccccc7c6c5)cc2c43)cc1,,
test344,c1ccc(-c2c3c(c(-c4ccc5oc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test345,c1ccc(N(c2ccccc2)c2ccc3ccc4c(-c5cccc6ccccc56)ccc5ccc2c3c54)cc1,,
test346,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4cccc5ccccc45)c4nccnc34)cc2)cc1,,
test347,CC1(C)c2ccccc2-c2ccc(-c3ccc4cc5cc(-c6ccccc6)ccc5cc4c3)cc21,,
test348,c1ccc(-c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test349,c1ccc(N(c2ccccc2)c2ccc3cc4cc(-c5cccc6ccccc56)ccc4cc3c2)cc1,,
test350,Cc1c2ccccc2c(C)c2ccccc12,,
test351,CC(C)(C)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nccnc12,,
test352,CC(C)(C)c1c2ccccc2c(-c2ccc(-c3ccccc3)cc2)c2ccccc12,,
test353,c1ccc(-c2c3c(c(-c4cccc5ccccc45)c4nsnc24)N=S=N3)cc1,,
test354,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4cc5cc(-c6cccc7ccccc67)ccc5cc4c3)cc2)cc1,,
test355,CC(C)(C)c1c2c(c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(-c3ccccc3)c1-c1ccc3oc4ccccc4c3c1)N=S=N2,,
test356,c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)c3nccnc23)cc1,,
test357,CC1=C(c2ccc3sc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4sc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test358,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6ccccc56)cc2c43)cc1,,
test359,c1ccc(N(c2ccccc2)c2c3c(c(N(c4ccccc4)c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test360,CC(C)(C)c1c2c(c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc13)N=S=N2,,
test361,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3cccc4ccccc34)c(C)n1[B-]2(F)F,,
test362,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test363,CC1=C(c2ccc(-c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(C)n1[B-]2(F)F,,
test364,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test365,Cc1c2c(c(-c3ccc4oc5ccccc5c4c3)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c1-c1ccc3sc4ccccc4c3c1)N=S=N2,,
test366,c1ccc(-c2ccc(-c3ccc4cc5cc(-c6ccc7sc8ccccc8c7c6)ccc5cc4c3)cc2)cc1,,
test367,CC1(C)c2ccccc2-c2ccc(-c3ccc4ccc5c(-c6ccccc6)ccc6ccc3c4c65)cc21,,
test368,c1ccc(-c2ccc(-c3c4c(c(-c5ccc6oc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test369,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test370,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(-c6ccc7oc8ccccc8c7c6)ccc6ccc3c4c65)cc2)cc1,,
test371,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(-c6cccc7ccccc67)ccc6ccc3c4c65)cc2)cc1,,
test372,CC1(C)c2ccccc2-c2ccc(-c3ccc4cc5cc(-c6ccccc6)ccc5cc4c3)cc21,,
test373,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test374,Cc1c(-c2ccc(-c3ccccc3)cc2)c2c(c(-c3ccc4sc5ccccc5c4c3)c1-c1ccc(-c3ccccc3)cc1)N=S=N2,,
test375,CC1(C)c2ccccc2-c2ccc(-c3c4c(c(-c5ccc6oc7ccccc7c6c5)c5nsnc35)N=S=N4)cc21,,
test376,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test377,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)c4nccnc34)cc2)cc1,,
test378,c1ccc(-c2c3c(c(-c4cccc5ccccc45)c4nsnc24)N=S=N3)cc1,,
test379,CC(C)(C)c1ccc2c(c1)B1c3cc(N(c4ccccc4)c4ccccc4)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test380,c1ccc(-c2c3c(c(N(c4ccccc4)c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test381,c1ccc(-c2c3ccccc3c(-c3cccc4ccccc34)c3ccccc23)cc1,,
test382,Cc1ccc2cc3cc(-c4ccc5sc6ccccc6c5c4)ccc3cc2c1,,
test383,CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,,
test384,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(N(c6ccccc6)c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test385,c1ccc(-c2ccc3c(c2)B2c4cc(-c5ccc6sc7ccccc7c6c5)ccc4N(c4ccccc4)c4cccc(c42)N3c2ccccc2)cc1,,
test386,c1ccc(N(c2ccccc2)c2ccc(-c3c4c(c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5nsnc35)N=S=N4)cc2)cc1,,
test387,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6ccccc56)cc2c43)cc1,,
test388,c1ccc(-c2ccc(-c3cccc4ccccc34)c3nccnc23)cc1,,
test389,c1ccc(-c2ccc3c(c2)B2c4cc(-c5cccc6ccccc56)ccc4N(c4ccccc4)c4cccc(c42)N3c2ccccc2)cc1,,
